olgnname,count,mean.control.log.signal,control.sd.log.signal
UniRef90_P27395_oligopeptide_22,2,-4.667646166,0.245460352
UniRef90_P27395_oligopeptide_26,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_27,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_36,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_38,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_39,0,-4.697749165,0.188729169
UniRef90_P27395_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_41,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_42,6,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_43,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_44,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_45,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_48,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_49,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_50,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_51,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_52,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_54,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_55,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_56,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_57,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_58,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_59,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_60,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_61,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_62,4,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_63,0,-4.697749166,0.198844698
UniRef90_P27395_oligopeptide_64,0,-4.650037065,0.188855422
UniRef90_P27395_oligopeptide_65,1,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_66,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_67,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_68,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_69,0,-4.619934066,0.169721832
UniRef90_P27395_oligopeptide_70,2,-4.697749165,0.2091122
UniRef90_P27395_oligopeptide_71,1,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_73,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_74,0,-4.597749165,0.22529488
UniRef90_P27395_oligopeptide_75,1,-4.619934066,0.179672893
UniRef90_P27395_oligopeptide_76,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_77,0,-4.697749165,0.200843339
UniRef90_P27395_oligopeptide_79,1,-4.619934066,0.18231675
UniRef90_P27395_oligopeptide_80,2,-4.650037065,0.209226154
UniRef90_P27395_oligopeptide_81,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_83,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_85,1,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_86,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_87,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_88,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_89,0,-4.697749166,0.198844698
UniRef90_P27395_oligopeptide_90,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_91,1,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_92,0,-4.667646166,0.191491264
UniRef90_P27395_oligopeptide_94,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_95,1,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_96,0,-4.697749165,0.2091122
UniRef90_P27395_oligopeptide_97,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_98,0,-4.727852165,0.202964529
UniRef90_P27395_oligopeptide_99,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_18,1,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_2,1,-4.256385615,0.196808841
UniRef90_P27399_oligopeptide_20,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_21,0,-4.667646165,0.240011054
UniRef90_P27399_oligopeptide_23,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_24,2,-4.637543165,0.15957394
UniRef90_P27399_oligopeptide_25,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_26,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_27,7,-4.481912941,0.129244287
UniRef90_P27399_oligopeptide_28,9,-4.281912914,0.266326777
UniRef90_P27399_oligopeptide_29,4,-4.650037065,0.188855422
UniRef90_P27399_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_30,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_31,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_32,1,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_33,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_34,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_35,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_5,3,-4.637543166,0.174514627
UniRef90_P27399_oligopeptide_6,3,-4.727852165,0.202964529
UniRef90_P27399_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_11,0,-4.637543166,0.200019997
UniRef90_P27400_oligopeptide_12,1,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_15,2,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_16,1,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_20,0,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_3,2,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_P27400_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_18,0,-4.697749165,0.194775683
UniRef90_P27401_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_20,0,-4.697749165,0.194775683
UniRef90_P27401_oligopeptide_21,3,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_22,0,-4.697749165,0.188729169
UniRef90_P27401_oligopeptide_23,2,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_24,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_25,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_27,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_28,1,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_31,1,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_32,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_33,0,-4.650036965,0.198673338
UniRef90_P27401_oligopeptide_34,1,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_35,2,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_36,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_38,0,-4.697749166,0.255971824
UniRef90_P27401_oligopeptide_39,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_4,1,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_40,1,-4.61024304,0.233301457
UniRef90_P27401_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_7,0,-4.650036965,0.198673338
UniRef90_P27401_oligopeptide_8,1,-4.727852165,0.202964529
UniRef90_P27401_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_P27402_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27402_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P27402_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P27402_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P27402_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P27402_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P27402_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_P27402_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P27402_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_P27402_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_P27403_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27403_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P27403_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_P27403_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_P27403_oligopeptide_13,0,-4.697749166,0.255971824
UniRef90_P27403_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P27403_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P27403_oligopeptide_4,1,-4.727852165,0.202964529
UniRef90_P27403_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P27403_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_P27403_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P27427_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27427_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P27427_oligopeptide_11,0,-4.697749165,0.188729169
UniRef90_P27427_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_P27427_oligopeptide_13,3,-4.727852165,0.202964529
UniRef90_P27427_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_P27427_oligopeptide_15,0,-4.680140065,0.210793735
UniRef90_P27427_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_P27427_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_P27427_oligopeptide_18,4,-4.697749165,0.188729169
UniRef90_P27427_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P27427_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P27427_oligopeptide_4,1,-4.54211884,0.211265503
UniRef90_P27427_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P27427_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P27427_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_P27427_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_12,4,-4.554612766,0.171664252
UniRef90_P27551_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_15,1,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_18,0,-4.542118841,0.269776265
UniRef90_P27551_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_20,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_5,0,-4.637543166,0.176351788
UniRef90_P27551_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_P27551_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_P27552_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27552_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P27552_oligopeptide_12,3,-4.469419041,0.219088205
UniRef90_P27552_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_P27552_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P27552_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P27552_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P27552_oligopeptide_5,0,-4.697749165,0.2091122
UniRef90_P27552_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_P27552_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P27552_oligopeptide_8,0,-4.667646165,0.18096516
UniRef90_P27553_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27553_oligopeptide_2,0,-4.667646166,0.178744388
UniRef90_P27553_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P27554_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27554_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P27555_oligopeptide_1,1,-4.727852165,0.202964529
UniRef90_P27555_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P27555_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P27555_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P27555_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P27556_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27556_oligopeptide_2,1,-4.727852165,0.202964529
UniRef90_P27556_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P27557_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27557_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P27557_oligopeptide_11,0,-4.697749165,0.194775683
UniRef90_P27557_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_P27557_oligopeptide_14,2,-4.667646165,0.219468929
UniRef90_P27557_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_P27557_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_P27557_oligopeptide_17,1,-4.727852165,0.202964529
UniRef90_P27557_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_P27557_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_P27557_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P27557_oligopeptide_3,2,-4.312015841,0.246910534
UniRef90_P27557_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P27557_oligopeptide_5,2,-4.680140065,0.201887797
UniRef90_P27557_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_P27557_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P27557_oligopeptide_8,0,-4.697749165,0.200843339
UniRef90_P27557_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_10,1,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_15,2,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_6,0,-4.697749166,0.198844698
UniRef90_P27558_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P27558_oligopeptide_8,0,-4.697749165,0.200843339
UniRef90_P27558_oligopeptide_9,1,-4.697749166,0.210647835
UniRef90_P27588_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27588_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P27588_oligopeptide_12,1,-4.727852165,0.202964529
UniRef90_P27588_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_P27588_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_P27588_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_P27588_oligopeptide_16,2,-4.697749165,0.188729169
UniRef90_P27588_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_P27588_oligopeptide_18,0,-4.697749165,0.200843339
UniRef90_P27588_oligopeptide_20,0,-4.727852165,0.202964529
UniRef90_P27588_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_P27588_oligopeptide_23,0,-4.727852165,0.202964529
UniRef90_P27588_oligopeptide_24,0,-4.727852165,0.202964529
UniRef90_P27588_oligopeptide_3,1,-4.727852165,0.202964529
UniRef90_P27588_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P27588_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P27588_oligopeptide_6,2,-4.697749165,0.188729169
UniRef90_P27588_oligopeptide_8,3,-4.524509765,0.224314681
UniRef90_P27907_oligopeptide_11,2,-4.727852165,0.202964529
UniRef90_P27907_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_P27907_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_P27907_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_P27907_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_P27907_oligopeptide_16,4,-4.60232484,0.228803037
UniRef90_P27907_oligopeptide_2,2,-4.697749166,0.198844698
UniRef90_P27907_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P27907_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P27907_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P27907_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_P27907_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P27907_oligopeptide_8,2,-4.524509714,0.255799509
UniRef90_P27907_oligopeptide_9,0,-4.650036965,0.25969455
UniRef90_P27912_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27912_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_P27912_oligopeptide_12,2,-4.381912939,0.319137005
UniRef90_P27912_oligopeptide_15,0,-4.697749165,0.188729169
UniRef90_P27912_oligopeptide_16,2,-4.727852165,0.202964529
UniRef90_P27912_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_P27912_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_P27912_oligopeptide_2,0,-4.697749166,0.198844698
UniRef90_P27912_oligopeptide_20,1,-4.727852165,0.202964529
UniRef90_P27912_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_P27912_oligopeptide_22,0,-4.727852165,0.202964529
UniRef90_P27912_oligopeptide_23,2,-4.60232494,0.212810544
UniRef90_P27912_oligopeptide_28,0,-4.727852165,0.202964529
UniRef90_P27912_oligopeptide_3,0,-4.667646165,0.174206513
UniRef90_P27912_oligopeptide_4,0,-4.697749165,0.188729169
UniRef90_P27912_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P27912_oligopeptide_6,2,-4.15938199,0.18134025
UniRef90_P27912_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_P27912_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_12,2,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_16,3,-4.697749165,0.188729169
UniRef90_P27914_oligopeptide_17,0,-4.697749166,0.198844698
UniRef90_P27914_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_19,0,-4.68014004,0.216731547
UniRef90_P27914_oligopeptide_20,4,-4.53242784,0.219405078
UniRef90_P27914_oligopeptide_21,1,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_22,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_23,0,-4.697749165,0.194775683
UniRef90_P27914_oligopeptide_24,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_25,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_27,1,-4.697749165,0.188729169
UniRef90_P27914_oligopeptide_28,0,-4.697749166,0.255402927
UniRef90_P27914_oligopeptide_3,0,-4.697749165,0.200843339
UniRef90_P27914_oligopeptide_30,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_31,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_32,4,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_33,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_35,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_36,0,-4.697749165,0.200843339
UniRef90_P27914_oligopeptide_37,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_38,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_39,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_40,1,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_42,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_43,0,-4.727852165,0.202964529
UniRef90_P27914_oligopeptide_45,1,-4.697749165,0.2091122
