olgnname,count,mean.control.log.signal,control.sd.log.signal,sample
UniRef90_P27312_oligopeptide_28,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_29,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_3,0,-4.628665703,0.06972901,2
UniRef90_P27312_oligopeptide_31,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_32,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_33,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_35,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_36,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_38,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_39,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_40,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_18,0,-4.698152471,0.196465498,2
UniRef90_P27314_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_23,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_24,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_25,0,-4.628665703,0.06972901,2
UniRef90_P27314_oligopeptide_26,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_27,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_28,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_29,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_31,0,-4.568778473,0.018729435,2
UniRef90_P27314_oligopeptide_33,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_34,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_36,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_37,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_38,1,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_39,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_40,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_41,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_42,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_43,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_44,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_45,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_46,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_47,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_48,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_49,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_5,0,-4.698152471,0.196465498,2
UniRef90_P27314_oligopeptide_50,0,-4.568778473,0.018729435,2
UniRef90_P27314_oligopeptide_51,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_52,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_53,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_54,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_55,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_56,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_57,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_58,1,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_59,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_6,0,-4.628665703,0.06972901,2
UniRef90_P27314_oligopeptide_60,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_61,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_62,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_63,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_65,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_67,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_68,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_69,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_70,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_71,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_72,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_73,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_74,1,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_75,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_76,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27314_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_23,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_24,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_25,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_26,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_27,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_28,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_29,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_3,0,-4.698152471,0.196465498,2
UniRef90_P27316_oligopeptide_30,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_31,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_32,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_33,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_34,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_35,2,-4.528046244,0.676405372,2
UniRef90_P27316_oligopeptide_36,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_37,1,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_38,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_39,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_40,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_41,0,-4.698152471,0.196465498,2
UniRef90_P27316_oligopeptide_42,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_43,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_44,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_45,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_46,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_47,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_48,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_49,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_50,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_51,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_52,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_53,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_54,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_55,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_56,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_57,0,-4.516157539,0.08747136,2
UniRef90_P27316_oligopeptide_59,1,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_6,0,-4.698152471,0.196465498,2
UniRef90_P27316_oligopeptide_60,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_61,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_62,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_63,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_64,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_65,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_66,1,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_67,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_68,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_69,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_70,1,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_71,0,-4.698152471,0.196465498,2
UniRef90_P27316_oligopeptide_72,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_73,0,-4.628665703,0.06972901,2
UniRef90_P27316_oligopeptide_74,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_75,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27316_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27317_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27317_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_P27317_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_P27317_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_P27317_oligopeptide_14,0,-4.628665703,0.06972901,2
UniRef90_P27317_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_P27317_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_P27317_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_P27317_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27317_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27317_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27317_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27317_oligopeptide_7,0,-4.698152471,0.196465498,2
UniRef90_P27317_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27317_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_100,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_101,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_102,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_103,0,-4.352863157,0.2736758,2
UniRef90_P27395_oligopeptide_104,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_105,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_106,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_107,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_108,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_109,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_110,0,-4.568778473,0.018729435,2
UniRef90_P27395_oligopeptide_111,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_112,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_113,0,-4.698152471,0.196465498,2
UniRef90_P27395_oligopeptide_114,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_115,0,-4.698152471,0.196465498,2
UniRef90_P27395_oligopeptide_116,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_117,0,-4.698152471,0.196465498,2
UniRef90_P27395_oligopeptide_118,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_120,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_121,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_20,3,-4.36927354,0.831599697,2
UniRef90_P27395_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_22,0,-4.698152471,0.196465498,2
UniRef90_P27395_oligopeptide_26,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_27,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_36,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_38,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_39,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_41,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_42,0,-4.469228884,0.144196012,2
UniRef90_P27395_oligopeptide_43,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_44,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_45,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_48,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_49,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_50,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_51,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_52,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_54,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_55,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_56,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_57,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_58,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_59,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_60,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_61,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_62,0,-4.568778473,0.018729435,2
UniRef90_P27395_oligopeptide_63,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_64,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_65,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_66,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_67,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_68,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_69,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_70,0,-4.698152471,0.196465498,2
UniRef90_P27395_oligopeptide_71,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_73,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_74,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_75,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_76,1,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_77,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_79,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_80,0,-4.698152471,0.196465498,2
UniRef90_P27395_oligopeptide_81,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_83,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_85,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_86,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_87,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_88,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_89,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_90,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_91,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_92,2,-4.528046244,0.676405372,2
UniRef90_P27395_oligopeptide_94,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_95,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_96,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_97,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_98,0,-4.780914829,0.42605126,2
UniRef90_P27395_oligopeptide_99,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_14,1,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_23,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_24,0,-4.698152471,0.196465498,2
UniRef90_P27399_oligopeptide_25,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_26,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_27,0,-4.426880317,0.192790856,2
UniRef90_P27399_oligopeptide_28,0,-4.352863157,0.2736758,2
UniRef90_P27399_oligopeptide_29,0,-4.568778473,0.018729435,2
UniRef90_P27399_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_30,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_31,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_32,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_33,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_34,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_35,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27399_oligopeptide_5,0,-4.628665703,0.06972901,2
UniRef90_P27399_oligopeptide_6,0,-4.628665703,0.06972901,2
UniRef90_P27399_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_11,1,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_15,0,-4.698152471,0.196465498,2
UniRef90_P27400_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_3,0,-4.698152471,0.196465498,2
UniRef90_P27400_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27400_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_13,1,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_21,0,-4.628665703,0.06972901,2
UniRef90_P27401_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_23,0,-4.698152471,0.196465498,2
UniRef90_P27401_oligopeptide_24,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_25,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_27,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_28,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_31,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_32,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_33,1,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_34,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_35,0,-4.698152471,0.196465498,2
UniRef90_P27401_oligopeptide_36,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_38,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_39,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_40,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27401_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27402_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27402_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27402_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27402_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27402_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27402_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27402_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P27402_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27402_oligopeptide_8,1,-4.780914829,0.42605126,2
UniRef90_P27402_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27403_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27403_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27403_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_P27403_oligopeptide_12,0,-4.780914829,0.42605126,2
